event_id,event_date,landslide_category,landslide_trigger,landslide_size,landslide_setting,latitude,longitude,fatality_count,state,elevation_m,rainfall_mm,soil_moisture
213,2007-08-26 00:00:00,landslide,rain,medium,unknown,25.2946,92.8339,,Assam,872.0,57.0,
4426,2012-06-22 00:00:00,landslide,downpour,medium,unknown,26.1226,91.7162,3.0,Assam,122.0,65.4,
8366,2015-09-23 15:00:00,landslide,downpour,medium,natural_slope,25.583,91.893,2.0,Meghalaya,1451.0,38.5,
1934,2010-06-03 05:00:00,landslide,downpour,medium,unknown,24.6005,92.3814,2.0,Assam,70.0,2.4,
7655,2016-04-22 02:30:00,landslide,continuous_rain,medium,above_road,27.5799,91.8569,17.0,Arunachal Pradesh,2758.0,35.3,
9464,2016-08-05 00:00:00,landslide,downpour,medium,unknown,27.5754,91.9754,0.0,Arunachal Pradesh,2379.0,8.0,
3912,2011-08-12 00:00:00,landslide,rain,medium,unknown,27.44,92.2833,0.0,Arunachal Pradesh,2580.0,4.5,
5272,2013-08-04 00:00:00,landslide,monsoon,medium,unknown,26.2083,94.5438,,Nagaland,1469.0,15.0,
580,2008-06-09 00:00:00,landslide,monsoon,medium,unknown,24.6596,93.9784,,Manipur,777.0,5.9,
5575,2013-10-05 23:00:00,mudslide,continuous_rain,medium,unknown,25.8266,94.1497,0.0,Nagaland,1409.0,27.6,
8996,2016-07-14 00:00:00,landslide,monsoon,small,natural_slope,26.1768,91.7702,1.0,Assam,127.0,10.4,
1613,2010-04-02 23:00:00,mudslide,downpour,large,unknown,27.8997,93.3497,12.0,Arunachal Pradesh,872.0,19.7,
7138,2015-07-07 00:00:00,landslide,continuous_rain,small,above_road,27.0816,88.4397,0.0,Sikkim,240.0,2.4,
4857,2013-05-11 09:00:00,landslide,rain,large,unknown,23.7281,92.7175,15.0,Mizoram,1080.0,6.4,
6945,2015-06-19 00:00:00,landslide,monsoon,medium,above_road,25.16,93.686,0.0,Manipur,1089.0,2.2,
1857,2010-05-11 09:00:00,landslide,downpour,medium,unknown,25.3433,92.2897,0.0,Meghalaya,1204.0,37.4,
2743,2010-11-22 00:00:00,landslide,unknown,medium,natural_slope,27.5798729,91.85672387,,Arunachal Pradesh,2758.0,0.0,
4860,2013-05-11 00:00:00,landslide,rain,medium,unknown,26.1016,91.6906,,Assam,109.0,5.3,
4845,2013-05-07 00:00:00,mudslide,rain,medium,unknown,24.2315,92.6755,,Mizoram,680.0,66.5,
1770,2010-04-20 00:00:00,landslide,downpour,medium,unknown,26.1965,91.763,0.0,Assam,81.0,45.7,
7728,2015-08-22 09:00:00,landslide,continuous_rain,medium,above_road,26.1028,91.8806,0.0,Assam,151.0,30.5,
5274,2013-08-04 00:00:00,landslide,rain,medium,unknown,26.0838,94.564,,Nagaland,1848.0,10.4,
7836,2015-08-27 00:00:00,landslide,downpour,medium,above_road,24.042,92.6724,0.0,Mizoram,815.0,6.2,
3776,2011-07-15 18:00:00,landslide,downpour,small,unknown,27.125,93.7145,0.0,Arunachal Pradesh,132.0,38.8,
4798,2013-04-07 00:00:00,landslide,rain,medium,unknown,28.8254,96.1509,,Arunachal Pradesh,3620.0,0.5,
7388,2015-08-01 00:00:00,landslide,continuous_rain,medium,unknown,24.416,94.0984,0.0,Manipur,1347.0,6.6,
5421,2013-08-30 00:00:00,mudslide,unknown,medium,unknown,26.4205,94.9731,,Nagaland,690.0,8.7,
2343,2010-08-27 16:30:00,landslide,downpour,medium,unknown,25.4786,94.1327,0.0,Nagaland,1738.0,17.5,
3683,2011-07-01 00:00:00,landslide,downpour,medium,unknown,25.8782,94.1739,0.0,Nagaland,1357.0,11.1,
9619,2016-10-15 00:00:00,landslide,rain,medium,above_road,27.1695,88.3664,0.0,Sikkim,1576.0,2.1,
7591,2015-03-19 00:00:00,landslide,rain,small,unknown,25.0318,92.4584,0.0,Assam,102.0,0.0,
5441,2013-09-02 00:00:00,landslide,downpour,large,unknown,28.611,94.9829,,Arunachal Pradesh,1610.0,44.6,
9232,2016-07-28 23:00:00,landslide,continuous_rain,medium,unknown,23.5397,93.3783,2.0,Mizoram,1582.0,4.7,
4434,2012-06-25 18:00:00,landslide,downpour,large,unknown,26.1049,91.7369,1.0,Assam,164.0,42.1,
4378,2012-06-02 00:00:00,landslide,downpour,medium,unknown,28.8254,96.1517,,Arunachal Pradesh,3589.0,31.4,
7214,2015-07-15 08:00:00,landslide,monsoon,medium,urban,27.36,93.0385,3.0,Arunachal Pradesh,404.0,52.8,
5582,2013-10-06 12:45:00,landslide,downpour,medium,unknown,26.1309,91.8383,1.0,Assam,96.0,22.4,
2405,2010-09-09 23:00:00,landslide,downpour,medium,unknown,28.3036,95.4112,10.0,Arunachal Pradesh,1835.0,49.7,
3556,2011-05-31 14:00:00,landslide,continuous_rain,small,unknown,25.1555,93.8474,0.0,Manipur,1406.0,58.2,
2569,2010-10-08 00:00:00,landslide,downpour,medium,unknown,25.2745,94.0212,0.0,Nagaland,1083.0,32.8,
2423,2010-09-13 00:00:00,landslide,downpour,medium,above_road,23.73504471,92.71060943,,Mizoram,977.0,12.9,
3532,2011-05-24 00:00:00,complex,downpour,medium,unknown,25.0888,92.8551,0.0,Assam,244.0,16.3,
2345,2010-08-27 18:00:00,landslide,downpour,medium,unknown,27.3392,88.6188,0.0,Sikkim,1892.0,33.8,
7956,2015-09-05 00:00:00,landslide,unknown,medium,above_road,26.048,91.8695,0.0,Meghalaya,85.0,3.4,
2425,2010-09-13 00:00:00,landslide,downpour,medium,unknown,23.3439,93.0748,0.0,Mizoram,1376.0,18.4,
6970,2015-06-16 00:00:00,rock_fall,downpour,small,above_road,25.5084,90.2191,1.0,Meghalaya,300.0,21.8,
5312,2013-08-11 23:00:00,landslide,downpour,very_large,unknown,26.7103,94.693,0.0,Assam,688.0,22.5,
1929,2010-05-31 23:00:00,landslide,downpour,medium,unknown,27.3543,88.6428,0.0,Sikkim,2126.0,2.9,
2568,2010-10-08 00:00:00,landslide,downpour,medium,unknown,24.7679,93.4108,0.0,Assam,483.0,36.1,
7409,2015-08-02 00:00:00,landslide,continuous_rain,medium,unknown,25.72,94.6219,0.0,Nagaland,1765.0,7.1,
9219,2016-07-26 23:00:00,landslide,downpour,medium,retaining_wall,26.0101,94.5282,0.0,Nagaland,1701.0,1.5,
2579,2010-10-09 00:00:00,landslide,downpour,medium,unknown,25.682,94.1076,0.0,Nagaland,1435.0,13.3,
8223,2015-09-14 03:10:00,landslide,downpour,large,above_road,23.7348,92.7187,0.0,Mizoram,1043.0,12.8,
7336,2015-08-19 09:00:00,landslide,continuous_rain,medium,above_road,25.2193,90.5549,0.0,Meghalaya,249.0,52.3,
9252,2016-07-28 00:00:00,landslide,monsoon,medium,unknown,27.5748,91.8644,0.0,Arunachal Pradesh,2695.0,8.2,
5300,2013-08-09 00:00:00,landslide,downpour,large,unknown,25.318,94.0441,,Nagaland,1026.0,5.9,
7665,2015-08-11 00:00:00,landslide,continuous_rain,medium,unknown,24.7016,93.5291,0.0,Manipur,664.0,11.8,
1994,2010-06-16 00:00:00,landslide,downpour,medium,unknown,25.0633,92.8025,0.0,Assam,91.0,16.0,
3760,2011-07-11 09:00:00,landslide,downpour,medium,unknown,25.6703,94.1095,0.0,Nagaland,1448.0,19.3,
692,2008-08-07 00:00:00,landslide,downpour,medium,unknown,25.705,94.04,,Nagaland,1029.0,9.5,
3633,2011-06-20 00:00:00,landslide,downpour,medium,unknown,26.3186,94.5121,0.0,Nagaland,1260.0,15.1,
7374,2015-08-01 00:00:00,landslide,continuous_rain,medium,below_road,25.1122,94.3591,0.0,Manipur,1822.0,4.1,
4446,2012-07-05 00:00:00,landslide,downpour,large,unknown,28.9986,94.8885,,Arunachal Pradesh,604.0,70.9,
2098,2010-07-19 06:00:00,landslide,downpour,medium,unknown,26.7215,95.0283,0.0,Nagaland,704.0,62.0,
269,2007-09-18 00:00:00,landslide,rain,medium,unknown,27.2872,88.2816,,Sikkim,574.0,3.0,
2205,2010-08-06 00:00:00,landslide,downpour,medium,unknown,23.7365,92.7146,0.0,Mizoram,1010.0,17.9,
4610,2012-11-11 00:00:00,landslide,downpour,medium,unknown,23.7705,92.5217,4.0,Mizoram,69.0,0.0,
5275,2013-08-04 00:00:00,landslide,monsoon,medium,unknown,26.1498,94.6055,,Nagaland,1721.0,15.0,
2247,2010-08-14 00:00:00,landslide,downpour,medium,unknown,26.148,94.8422,0.0,Nagaland,1504.0,19.4,
3927,2011-08-16 08:00:00,landslide,downpour,medium,unknown,25.5144,90.2167,6.0,Meghalaya,327.0,73.4,
259,2007-09-11 00:00:00,landslide,rain,medium,unknown,25.52,91.27,,Meghalaya,1340.0,7.9,
6112,2014-06-28 09:00:00,landslide,rain,medium,unknown,26.1964,91.7652,0.0,Assam,78.0,4.7,
7390,2015-08-01 00:00:00,landslide,continuous_rain,medium,above_road,24.4265,94.1913,0.0,Manipur,1299.0,6.8,
2420,2010-09-13 00:00:00,landslide,downpour,medium,urban,23.72988966,92.71495623,1.0,Mizoram,946.0,12.9,
264,2007-09-13 00:00:00,landslide,rain,medium,unknown,26.1833,91.8,,Assam,67.0,17.7,
251,2007-09-09 00:00:00,landslide,rain,medium,unknown,27.1667,88.35,1.0,Sikkim,1162.0,24.9,
6214,2014-10-05 17:45:00,landslide,rain,medium,above_road,25.9702,91.8587,1.0,Meghalaya,299.0,0.0,
4411,2012-06-14 04:00:00,landslide,downpour,medium,unknown,27.339,88.6065,,Sikkim,1487.0,25.0,
252,2007-09-09 00:00:00,landslide,rain,medium,unknown,25.4993,94.1192,,Nagaland,1923.0,12.8,
142,2007-07-27 00:00:00,rock_fall,rain,large,unknown,25.5212,90.232,8.0,Meghalaya,583.0,62.9,
7384,2015-08-01 00:00:00,landslide,rain,medium,unknown,23.9278,94.0906,0.0,Manipur,909.0,11.3,
211,2007-08-26 00:00:00,mudslide,continuous_rain,medium,unknown,24.9667,93.55,1.0,Manipur,585.0,42.9,
4384,2012-06-03 00:00:00,landslide,downpour,medium,unknown,25.1775,93.0123,,Assam,646.0,159.2,
4383,2012-06-03 00:00:00,landslide,downpour,medium,unknown,25.3056,93.1265,,Assam,285.0,143.7,
7375,2015-08-01 00:00:00,landslide,continuous_rain,medium,above_road,25.1941,94.4481,0.0,Manipur,1713.0,3.6,
2163,2010-07-29 00:00:00,landslide,downpour,medium,unknown,25.4196,94.1054,0.0,Nagaland,1415.0,20.5,
3932,2011-08-18 00:00:00,landslide,monsoon,medium,unknown,25.83,94.13,0.0,Nagaland,1006.0,3.8,
4861,2013-05-12 00:00:00,mudslide,rain,medium,unknown,24.9926,93.4946,,Assam,1131.0,4.0,
7972,2015-08-28 01:45:00,landslide,downpour,large,unknown,23.4495,92.8112,0.0,Mizoram,867.0,1.3,
3831,2011-07-22 00:00:00,landslide,downpour,medium,unknown,24.7992,93.948,0.0,Manipur,779.0,10.9,
5584,2013-10-06 00:00:00,landslide,downpour,medium,unknown,26.1665,91.7049,0.0,Assam,231.0,22.4,
1986,2010-06-15 00:00:00,landslide,downpour,medium,unknown,26.3335,94.5512,0.0,Nagaland,1356.0,18.6,
7387,2015-08-01 00:00:00,landslide,continuous_rain,small,below_road,24.954,94.2156,0.0,Manipur,909.0,4.1,
2573,2010-10-09 00:00:00,mudslide,downpour,medium,unknown,25.1796,93.0083,1.0,Assam,696.0,24.4,
319,2007-10-19 00:00:00,landslide,rain,medium,unknown,25.4379,94.1162,,Nagaland,1518.0,15.4,
313,2007-10-16 00:00:00,landslide,rain,large,unknown,25.7055,94.0132,,Nagaland,1478.0,19.0,
9010,2016-07-16 00:00:00,mudslide,downpour,medium,above_road,27.3034,93.804,1.0,Arunachal Pradesh,768.0,24.9,
2539,2010-10-03 00:00:00,landslide,downpour,medium,unknown,28.3092,95.4149,10.0,Arunachal Pradesh,1879.0,6.2,
6331,2014-09-08 00:00:00,mudslide,unknown,medium,unknown,25.9466,94.6279,0.0,Nagaland,1376.0,3.9,
1987,2010-06-15 00:00:00,landslide,downpour,medium,unknown,25.2269,93.1658,0.0,Assam,396.0,4.2,
2043,2010-07-06 00:00:00,mudslide,monsoon,medium,unknown,26.7225,95.0281,0.0,Nagaland,706.0,6.5,
7910,2015-08-01 00:00:00,landslide,unknown,medium,above_road,24.3481,94.1146,0.0,Manipur,995.0,6.9,
6775,2015-02-14 00:00:00,landslide,mining,small,mine,26.1468,91.6469,1.0,Assam,52.0,0.3,
1776,2010-04-21 00:00:00,landslide,downpour,medium,unknown,25.3612,92.2845,0.0,Meghalaya,1227.0,18.7,
6786,2015-02-19 23:00:00,landslide,mining,medium,mine,24.6108,92.562,2.0,Assam,27.0,0.7,
6291,2014-09-21 00:00:00,landslide,continuous_rain,large,unknown,25.7354,90.3852,0.0,Meghalaya,334.0,23.6,
6213,2014-09-24 00:00:00,landslide,continuous_rain,large,unknown,25.8143,90.5763,0.0,Meghalaya,63.0,2.9,
2415,2010-09-12 00:00:00,landslide,downpour,medium,unknown,25.63961883,94.11112157,,Nagaland,1499.0,15.5,
9336,2016-05-18 08:00:00,landslide,continuous_rain,small,unknown,24.5308,92.5121,1.0,Assam,67.0,24.8,
9604,2016-10-12 00:00:00,landslide,continuous_rain,medium,above_road,27.2676,88.2891,0.0,Sikkim,573.0,78.2,
7837,2015-08-27 00:00:00,landslide,downpour,medium,urban,23.7269,92.7265,0.0,Mizoram,898.0,3.8,
7267,2015-07-22 00:00:00,landslide,continuous_rain,small,above_road,25.3908,94.0926,0.0,Manipur,1314.0,20.6,
4848,2013-05-08 00:00:00,landslide,rain,medium,unknown,24.0896,91.4663,1.0,Tripura,107.0,74.1,
9122,2016-07-20 00:00:00,landslide,rain,medium,unknown,26.1966,91.802,0.0,Assam,107.0,15.9,
2574,2010-10-09 00:00:00,landslide,downpour,medium,unknown,25.4749,93.1477,0.0,Assam,152.0,17.1,
6282,2014-09-22 00:00:00,landslide,rain,small,urban,26.1097,91.7747,1.0,Assam,60.0,45.8,
2263,2010-08-17 00:00:00,landslide,downpour,medium,unknown,26.2753,94.6654,0.0,Nagaland,1115.0,4.8,
6289,2014-09-22 00:00:00,landslide,rain,small,unknown,26.1001,91.6849,0.0,Assam,84.0,45.8,
9087,2016-07-19 00:00:00,landslide,downpour,medium,above_road,28.235,94.9612,0.0,Arunachal Pradesh,251.0,30.1,
130,2007-07-19 00:00:00,landslide,rain,medium,unknown,26.1699,91.7986,6.0,Assam,151.0,8.2,
