event_id,event_date,landslide_category,landslide_trigger,landslide_size,landslide_setting,latitude,longitude,fatality_count,state,elevation_m,slope_percent
5250,08/01/2013 12:00:00 AM,mudslide,rain,medium,unknown,27.8837,93.0515,,Arunachal Pradesh,1679.0,26.64
3805,07/19/2011 12:00:00 AM,landslide,rain,medium,above_road,27.05374234,88.42572376,0.0,Sikkim,287.0,10.8
3738,07/06/2011 12:00:00 AM,landslide,downpour,medium,unknown,24.8063,93.9482,6.0,Manipur,783.0,0.07
2426,09/13/2010 12:00:00 AM,landslide,downpour,medium,unknown,22.7176,92.8416,0.0,Mizoram,761.0,13.47
1084,08/12/2009 12:00:00 AM,landslide,downpour,medium,unknown,27.7,92.8,0.0,Arunachal Pradesh,2477.0,11.24
7266,07/22/2015 12:00:00 AM,landslide,continuous_rain,medium,above_road,25.5098,93.8794,0.0,Manipur,1642.0,26.33
1129,08/30/2009 12:00:00 AM,landslide,downpour,medium,unknown,24.8628,94.4182,,Manipur,922.0,27.04
2166,07/29/2010 12:00:00 AM,landslide,downpour,medium,unknown,24.9786,93.5027,0.0,Assam,1295.0,11.86
213,08/26/2007 12:00:00 AM,landslide,rain,medium,unknown,25.2946,92.8339,,Assam,872.0,11.42
4426,06/22/2012 12:00:00 AM,landslide,downpour,medium,unknown,26.1226,91.7162,3.0,Assam,122.0,7.09
8366,09/23/2015 03:00:00 PM,landslide,downpour,medium,natural_slope,25.583,91.893,2.0,Meghalaya,1451.0,0.7
1934,06/03/2010 05:00:00 AM,landslide,downpour,medium,unknown,24.6005,92.3814,2.0,Assam,70.0,1.93
7655,04/22/2016 02:30:00 AM,landslide,continuous_rain,medium,above_road,27.5799,91.8569,17.0,Arunachal Pradesh,2758.0,24.01
9464,08/05/2016 12:00:00 AM,landslide,downpour,medium,unknown,27.5754,91.9754,0.0,Arunachal Pradesh,2379.0,28.81
3912,08/12/2011 12:00:00 AM,landslide,rain,medium,unknown,27.44,92.2833,0.0,Arunachal Pradesh,2580.0,17.68
5272,08/04/2013 12:00:00 AM,landslide,monsoon,medium,unknown,26.2083,94.5438,,Nagaland,1469.0,24.48
580,06/09/2008 12:00:00 AM,landslide,monsoon,medium,unknown,24.6596,93.9784,,Manipur,777.0,0.33
5575,10/05/2013 11:00:00 PM,mudslide,continuous_rain,medium,unknown,25.8266,94.1497,0.0,Nagaland,1409.0,1.66
8996,07/14/2016 12:00:00 AM,landslide,monsoon,small,natural_slope,26.1768,91.7702,1.0,Assam,127.0,1.34
1613,04/02/2010 11:00:00 PM,mudslide,downpour,large,unknown,27.8997,93.3497,12.0,Arunachal Pradesh,872.0,7.76
7138,07/07/2015 12:00:00 AM,landslide,continuous_rain,small,above_road,27.0816,88.4397,0.0,Sikkim,240.0,7.33
4857,05/11/2013 09:00:00 AM,landslide,rain,large,unknown,23.7281,92.7175,15.0,Mizoram,1080.0,4.19
6945,06/19/2015 12:00:00 AM,landslide,monsoon,medium,above_road,25.16,93.686,0.0,Manipur,1089.0,21.08
1857,05/11/2010 09:00:00 AM,landslide,downpour,medium,unknown,25.3433,92.2897,0.0,Meghalaya,1204.0,3.48
2743,11/22/2010 12:00:00 AM,landslide,unknown,medium,natural_slope,27.5798729,91.85672387,,Arunachal Pradesh,2758.0,24.01
4860,05/11/2013 12:00:00 AM,landslide,rain,medium,unknown,26.1016,91.6906,,Assam,109.0,12.19
4845,05/07/2013 12:00:00 AM,mudslide,rain,medium,unknown,24.2315,92.6755,,Mizoram,680.0,7.06
1770,04/20/2010 12:00:00 AM,landslide,downpour,medium,unknown,26.1965,91.763,0.0,Assam,81.0,3.19
7728,08/22/2015 09:00:00 AM,landslide,continuous_rain,medium,above_road,26.1028,91.8806,0.0,Assam,151.0,2.46
5274,08/04/2013 12:00:00 AM,landslide,rain,medium,unknown,26.0838,94.564,,Nagaland,1848.0,10.44
7836,08/27/2015 12:00:00 AM,landslide,downpour,medium,above_road,24.042,92.6724,0.0,Mizoram,815.0,9.76
3776,07/15/2011 06:00:00 PM,landslide,downpour,small,unknown,27.125,93.7145,0.0,Arunachal Pradesh,132.0,0.82
4798,04/07/2013 12:00:00 AM,landslide,rain,medium,unknown,28.8254,96.1509,,Arunachal Pradesh,3620.0,24.0
7388,08/01/2015 12:00:00 AM,landslide,continuous_rain,medium,unknown,24.416,94.0984,0.0,Manipur,1347.0,14.73
5421,08/30/2013 12:00:00 AM,mudslide,unknown,medium,unknown,26.4205,94.9731,,Nagaland,690.0,7.32
2343,08/27/2010 04:30:00 PM,landslide,downpour,medium,unknown,25.4786,94.1327,0.0,Nagaland,1738.0,16.0
3683,07/01/2011 12:00:00 AM,landslide,downpour,medium,unknown,25.8782,94.1739,0.0,Nagaland,1357.0,28.61
9619,10/15/2016 12:00:00 AM,landslide,rain,medium,above_road,27.1695,88.3664,0.0,Sikkim,1576.0,10.73
7591,03/19/2015 12:00:00 AM,landslide,rain,small,unknown,25.0318,92.4584,0.0,Assam,102.0,13.08
5441,09/02/2013 12:00:00 AM,landslide,downpour,large,unknown,28.611,94.9829,,Arunachal Pradesh,1610.0,47.77
9232,07/28/2016 11:00:00 PM,landslide,continuous_rain,medium,unknown,23.5397,93.3783,2.0,Mizoram,1582.0,22.06
4434,06/25/2012 06:00:00 PM,landslide,downpour,large,unknown,26.1049,91.7369,1.0,Assam,164.0,3.97
4378,06/02/2012 12:00:00 AM,landslide,downpour,medium,unknown,28.8254,96.1517,,Arunachal Pradesh,3589.0,21.06
7214,07/15/2015 08:00:00 AM,landslide,monsoon,medium,urban,27.36,93.0385,3.0,Arunachal Pradesh,404.0,2.95
5582,10/06/2013 12:45:00 PM,landslide,downpour,medium,unknown,26.1309,91.8383,1.0,Assam,96.0,5.54
2405,09/09/2010 11:00:00 PM,landslide,downpour,medium,unknown,28.3036,95.4112,10.0,Arunachal Pradesh,1835.0,40.36
3556,05/31/2011 02:00:00 PM,landslide,continuous_rain,small,unknown,25.1555,93.8474,0.0,Manipur,1406.0,28.4
2569,10/08/2010 12:00:00 AM,landslide,downpour,medium,unknown,25.2745,94.0212,0.0,Nagaland,1083.0,8.3
2423,09/13/2010 12:00:00 AM,landslide,downpour,medium,above_road,23.73504471,92.71060943,,Mizoram,977.0,12.94
3532,05/24/2011 12:00:00 AM,complex,downpour,medium,unknown,25.0888,92.8551,0.0,Assam,244.0,17.37
2345,08/27/2010 06:00:00 PM,landslide,downpour,medium,unknown,27.3392,88.6188,0.0,Sikkim,1892.0,20.15
7956,09/05/2015 12:00:00 AM,landslide,unknown,medium,above_road,26.048,91.8695,0.0,Meghalaya,85.0,2.86
2425,09/13/2010 12:00:00 AM,landslide,downpour,medium,unknown,23.3439,93.0748,0.0,Mizoram,1376.0,9.61
6970,06/16/2015 12:00:00 AM,rock_fall,downpour,small,above_road,25.5084,90.2191,1.0,Meghalaya,300.0,14.29
5312,08/11/2013 11:00:00 PM,landslide,downpour,very_large,unknown,26.7103,94.693,0.0,Assam,688.0,8.95
1929,05/31/2010 11:00:00 PM,landslide,downpour,medium,unknown,27.3543,88.6428,0.0,Sikkim,2126.0,31.8
2568,10/08/2010 12:00:00 AM,landslide,downpour,medium,unknown,24.7679,93.4108,0.0,Assam,483.0,14.02
7409,08/02/2015 12:00:00 AM,landslide,continuous_rain,medium,unknown,25.72,94.6219,0.0,Nagaland,1765.0,28.13
9219,07/26/2016 11:00:00 PM,landslide,downpour,medium,retaining_wall,26.0101,94.5282,0.0,Nagaland,1701.0,16.77
2579,10/09/2010 12:00:00 AM,landslide,downpour,medium,unknown,25.682,94.1076,0.0,Nagaland,1435.0,8.95
8223,09/14/2015 03:10:00 AM,landslide,downpour,large,above_road,23.7348,92.7187,0.0,Mizoram,1043.0,4.91
7336,08/19/2015 09:00:00 AM,landslide,continuous_rain,medium,above_road,25.2193,90.5549,0.0,Meghalaya,249.0,5.38
9252,07/28/2016 12:00:00 AM,landslide,monsoon,medium,unknown,27.5748,91.8644,0.0,Arunachal Pradesh,2695.0,21.16
5300,08/09/2013 12:00:00 AM,landslide,downpour,large,unknown,25.318,94.0441,,Nagaland,1026.0,6.52
7665,08/11/2015 12:00:00 AM,landslide,continuous_rain,medium,unknown,24.7016,93.5291,0.0,Manipur,664.0,17.67
1994,06/16/2010 12:00:00 AM,landslide,downpour,medium,unknown,25.0633,92.8025,0.0,Assam,91.0,6.16
3760,07/11/2011 09:00:00 AM,landslide,downpour,medium,unknown,25.6703,94.1095,0.0,Nagaland,1448.0,7.26
692,08/07/2008 12:00:00 AM,landslide,downpour,medium,unknown,25.705,94.04,,Nagaland,1029.0,12.47
3633,06/20/2011 12:00:00 AM,landslide,downpour,medium,unknown,26.3186,94.5121,0.0,Nagaland,1260.0,8.44
7374,08/01/2015 12:00:00 AM,landslide,continuous_rain,medium,below_road,25.1122,94.3591,0.0,Manipur,1822.0,9.63
4446,07/05/2012 12:00:00 AM,landslide,downpour,large,unknown,28.9986,94.8885,,Arunachal Pradesh,604.0,14.13
2098,07/19/2010 06:00:00 AM,landslide,downpour,medium,unknown,26.7215,95.0283,0.0,Nagaland,704.0,0.85
269,09/18/2007 12:00:00 AM,landslide,rain,medium,unknown,27.2872,88.2816,,Sikkim,574.0,18.71
2205,08/06/2010 12:00:00 AM,landslide,downpour,medium,unknown,23.7365,92.7146,0.0,Mizoram,1010.0,8.11
4610,11/11/2012 12:00:00 AM,landslide,downpour,medium,unknown,23.7705,92.5217,4.0,Mizoram,69.0,11.38
5275,08/04/2013 12:00:00 AM,landslide,monsoon,medium,unknown,26.1498,94.6055,,Nagaland,1721.0,28.06
2247,08/14/2010 12:00:00 AM,landslide,downpour,medium,unknown,26.148,94.8422,0.0,Nagaland,1504.0,40.83
3927,08/16/2011 08:00:00 AM,landslide,downpour,medium,unknown,25.5144,90.2167,6.0,Meghalaya,327.0,8.57
259,09/11/2007 12:00:00 AM,landslide,rain,medium,unknown,25.52,91.27,,Meghalaya,1340.0,3.8
6112,06/28/2014 09:00:00 AM,landslide,rain,medium,unknown,26.1964,91.7652,0.0,Assam,78.0,4.76
7390,08/01/2015 12:00:00 AM,landslide,continuous_rain,medium,above_road,24.4265,94.1913,0.0,Manipur,1299.0,15.01
2420,09/13/2010 12:00:00 AM,landslide,downpour,medium,urban,23.72988966,92.71495623,1.0,Mizoram,946.0,3.73
264,09/13/2007 12:00:00 AM,landslide,rain,medium,unknown,26.1833,91.8,,Assam,67.0,0.63
251,09/09/2007 12:00:00 AM,landslide,rain,medium,unknown,27.1667,88.35,1.0,Sikkim,1162.0,30.58
6214,10/05/2014 05:45:00 PM,landslide,rain,medium,above_road,25.9702,91.8587,1.0,Meghalaya,299.0,5.03
4411,06/14/2012 04:00:00 AM,landslide,downpour,medium,unknown,27.339,88.6065,,Sikkim,1487.0,35.01
252,09/09/2007 12:00:00 AM,landslide,rain,medium,unknown,25.4993,94.1192,,Nagaland,1923.0,6.5
142,07/27/2007 12:00:00 AM,rock_fall,rain,large,unknown,25.5212,90.232,8.0,Meghalaya,583.0,21.88
7384,08/01/2015 12:00:00 AM,landslide,rain,medium,unknown,23.9278,94.0906,0.0,Manipur,909.0,13.57
211,08/26/2007 12:00:00 AM,mudslide,continuous_rain,medium,unknown,24.9667,93.55,1.0,Manipur,585.0,11.9
4384,06/03/2012 12:00:00 AM,landslide,downpour,medium,unknown,25.1775,93.0123,,Assam,646.0,5.85
4383,06/03/2012 12:00:00 AM,landslide,downpour,medium,unknown,25.3056,93.1265,,Assam,285.0,14.14
7375,08/01/2015 12:00:00 AM,landslide,continuous_rain,medium,above_road,25.1941,94.4481,0.0,Manipur,1713.0,4.28
2163,07/29/2010 12:00:00 AM,landslide,downpour,medium,unknown,25.4196,94.1054,0.0,Nagaland,1415.0,15.69
3932,08/18/2011 12:00:00 AM,landslide,monsoon,medium,unknown,25.83,94.13,0.0,Nagaland,1006.0,14.92
4861,05/12/2013 12:00:00 AM,mudslide,rain,medium,unknown,24.9926,93.4946,,Assam,1131.0,11.02
7972,08/28/2015 01:45:00 AM,landslide,downpour,large,unknown,23.4495,92.8112,0.0,Mizoram,867.0,19.44
3831,07/22/2011 12:00:00 AM,landslide,downpour,medium,unknown,24.7992,93.948,0.0,Manipur,779.0,0.14
5584,10/06/2013 12:00:00 AM,landslide,downpour,medium,unknown,26.1665,91.7049,0.0,Assam,231.0,0.68
1986,06/15/2010 12:00:00 AM,landslide,downpour,medium,unknown,26.3335,94.5512,0.0,Nagaland,1356.0,5.34
7387,08/01/2015 12:00:00 AM,landslide,continuous_rain,small,below_road,24.954,94.2156,0.0,Manipur,909.0,8.9
2573,10/09/2010 12:00:00 AM,mudslide,downpour,medium,unknown,25.1796,93.0083,1.0,Assam,696.0,5.4
319,10/19/2007 12:00:00 AM,landslide,rain,medium,unknown,25.4379,94.1162,,Nagaland,1518.0,25.53
313,10/16/2007 12:00:00 AM,landslide,rain,large,unknown,25.7055,94.0132,,Nagaland,1478.0,28.29
9010,07/16/2016 12:00:00 AM,mudslide,downpour,medium,above_road,27.3034,93.804,1.0,Arunachal Pradesh,768.0,35.92
2539,10/03/2010 12:00:00 AM,landslide,downpour,medium,unknown,28.3092,95.4149,10.0,Arunachal Pradesh,1879.0,27.03
6331,09/08/2014 12:00:00 AM,mudslide,unknown,medium,unknown,25.9466,94.6279,0.0,Nagaland,1376.0,22.06
1987,06/15/2010 12:00:00 AM,landslide,downpour,medium,unknown,25.2269,93.1658,0.0,Assam,396.0,2.34
2043,07/06/2010 12:00:00 AM,mudslide,monsoon,medium,unknown,26.7225,95.0281,0.0,Nagaland,706.0,2.29
7910,08/01/2015 12:00:00 AM,landslide,unknown,medium,above_road,24.3481,94.1146,0.0,Manipur,995.0,6.97
6775,02/14/2015 12:00:00 AM,landslide,mining,small,mine,26.1468,91.6469,1.0,Assam,52.0,4.77
1776,04/21/2010 12:00:00 AM,landslide,downpour,medium,unknown,25.3612,92.2845,0.0,Meghalaya,1227.0,2.04
6786,02/19/2015 11:00:00 PM,landslide,mining,medium,mine,24.6108,92.562,2.0,Assam,27.0,0.21
6291,09/21/2014 12:00:00 AM,landslide,continuous_rain,large,unknown,25.7354,90.3852,0.0,Meghalaya,334.0,5.73
6213,09/24/2014 12:00:00 AM,landslide,continuous_rain,large,unknown,25.8143,90.5763,0.0,Meghalaya,63.0,2.81
2415,09/12/2010 12:00:00 AM,landslide,downpour,medium,unknown,25.63961883,94.11112157,,Nagaland,1499.0,23.38
9336,05/18/2016 08:00:00 AM,landslide,continuous_rain,small,unknown,24.5308,92.5121,1.0,Assam,67.0,1.48
9604,10/12/2016 12:00:00 AM,landslide,continuous_rain,medium,above_road,27.2676,88.2891,0.0,Sikkim,573.0,1.93
7837,08/27/2015 12:00:00 AM,landslide,downpour,medium,urban,23.7269,92.7265,0.0,Mizoram,898.0,13.45
7267,07/22/2015 12:00:00 AM,landslide,continuous_rain,small,above_road,25.3908,94.0926,0.0,Manipur,1314.0,3.53
4848,05/08/2013 12:00:00 AM,landslide,rain,medium,unknown,24.0896,91.4663,1.0,Tripura,107.0,1.3
9122,07/20/2016 12:00:00 AM,landslide,rain,medium,unknown,26.1966,91.802,0.0,Assam,107.0,2.28
2574,10/09/2010 12:00:00 AM,landslide,downpour,medium,unknown,25.4749,93.1477,0.0,Assam,152.0,2.05
6282,09/22/2014 12:00:00 AM,landslide,rain,small,urban,26.1097,91.7747,1.0,Assam,60.0,6.41
2263,08/17/2010 12:00:00 AM,landslide,downpour,medium,unknown,26.2753,94.6654,0.0,Nagaland,1115.0,26.53
6289,09/22/2014 12:00:00 AM,landslide,rain,small,unknown,26.1001,91.6849,0.0,Assam,84.0,12.39
9087,07/19/2016 12:00:00 AM,landslide,downpour,medium,above_road,28.235,94.9612,0.0,Arunachal Pradesh,251.0,10.5
130,07/19/2007 12:00:00 AM,landslide,rain,medium,unknown,26.1699,91.7986,6.0,Assam,151.0,4.38
